1	-0.1999749	-0.625
2	-0.1996751	0
3	-0.1993753	0
4	-0.1990755	0
5	-0.1987757	0
6	-0.1984759	-0.25
7	-0.1981761	-0.25
8	-0.1978763	-0.25
9	-0.1975764	-0.253125012
10	-0.1972766	-0.25
11	-0.1969768	-0.262500018
12	-0.196677	-0.25
13	-0.1963772	-0.243750006
14	-0.1960774	-0.237500012
15	-0.1957776	-0.225000009
16	-0.1954778	-0.228125006
17	-0.1951779	-0.221875012
18	-0.1948781	-0.213125005
19	-0.1945783	-0.20812501
20	-0.1942785	-0.202500015
21	-0.1939787	-0.199437514
22	-0.1936789	-0.194750011
23	-0.1933791	-0.188812509
24	-0.1930793	-0.183500007
25	-0.1927794	-0.180500016
26	-0.1924796	-0.177125007
27	-0.1921798	-0.172125012
28	-0.19188	-0.162937507
29	-0.1915802	-0.158687502
30	-0.1912804	-0.154687509
31	-0.1909806	-0.154250011
32	-0.1906808	-0.152312502
33	-0.1903809	-0.148250014
34	-0.1900811	-0.145500004
35	-0.1897813	-0.140187502
36	-0.1894815	-0.135937512
37	-0.1891817	-0.135750011
38	-0.1888819	-0.1328125
39	-0.1885821	-0.128000006
40	-0.1882823	-0.125
41	-0.1879824	-0.121187508
42	-0.1876826	-0.118875004
43	-0.1873828	-0.118500009
44	-0.187083	-0.114687502
45	-0.1867832	-0.111250006
46	-0.1864834	-0.108312503
47	-0.1861836	-0.105312504
48	-0.1858838	-0.102937505
49	-0.1855839	-0.101000004
50	-0.1852841	-0.099250004
51	-0.1849843	-0.095562503
52	-0.1846845	-0.094937503
53	-0.1843847	-0.093000002
54	-0.1840849	-0.090187505
55	-0.1837851	-0.089250006
56	-0.1834853	-0.085687503
57	-0.1831854	-0.081062503
58	-0.1828856	-0.079687506
59	-0.1825858	-0.076687507
60	-0.182286	-0.073875003
61	-0.1819862	-0.072187506
62	-0.1816864	-0.069562502
63	-0.1813866	-0.066375002
64	-0.1810867	-0.065187506
65	-0.1807869	-0.064062506
66	-0.1804871	-0.061687503
67	-0.1801873	-0.058437504
68	-0.1798875	-0.056437504
69	-0.1795877	-0.053625003
70	-0.1792879	-0.054250002
71	-0.1789881	-0.052187502
72	-0.1786883	-0.048437502
73	-0.1783884	-0.046750002
74	-0.1780886	-0.045312501
